Country,Geographic_region,Private_company,End_target,End_target_year,Status_of_end_target,Interim_target,Interim_target_year,GHGs_covered,Scope_1_coverage,Scope_2_coverage,Published_plan,Reporting_mechanism,Accountability_delivery,Carbon_credits,Separate_removal_target,Planning_removals,Historical_emissions,Race_to_zero_member,Industry,log_revenue,log_employees,Scope_3_coverage
CHN,East Asia,No,No target,2025.0,In corporate strategy,No target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Yes,Not Specified,No,"Yes (CCS-based removals e.g. BECCS, DACCS)",No,No,Infrastructure,9.445412494155667,10.80766521652648,Not Specified
USA,North America,No,Net zero,2035.0,In corporate strategy,Net zero or similar,2025.0,Carbon dioxide and other GHGs,Yes,Yes,No,Annual reporting,Not Specified,Yes,No,Not Specified,No,Yes,Services,25.04518412277531,11.226589153242802,Partial
GBR,Europe,No,Net zero,2050.0,In corporate strategy,Emissions reduction target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Yes,Yes,No,Not Specified,No,Yes,"Food, beverage & agriculture",23.72865136757806,10.312047865551595,Yes
USA,North America,Yes,Net zero,2050.0,In corporate strategy,Emissions reduction target,2030.0,Carbon dioxide only,Yes,Yes,Yes,Annual reporting,Not Specified,Not Specified,No,No,No,No,Services,23.347934429182033,9.754784507365798,Partial
DNK,Europe,No,Net zero,2050.0,In corporate strategy,Emissions reduction target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,No,Annual reporting,Not Specified,Not Specified,No,Not Specified,No,No,Services,22.2087265697872,8.262816937670928,Not Specified
CAN,North America,No,Absolute emissions target,2050.0,In corporate strategy,Emissions intensity target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Not Specified,Not Specified,No,"Yes (nature-based removals e.g. Forestation, soil carbon enhancement)",No,Yes,Transportation services,9.428993858017527,10.113424276363055,Yes
KOR,East Asia,No,No target,2050.0,In corporate strategy,Emissions reduction target,2030.0,Carbon dioxide and other GHGs,Not Specified,Not Specified,No,Annual reporting,Not Specified,Not Specified,No,Not Specified,No,No,Fossil Fuels,9.828332878935367,4.499809670330265,Not Specified
NLD,Europe,No,Net zero,2050.0,In corporate strategy,Emissions reduction target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Yes,Not Specified,No,No,No,Yes,Services,24.000410569976324,10.543523998690803,Yes
USA,North America,No,Net zero,2040.0,In corporate strategy,Emissions reduction target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,No,Yes,No,"Yes (nature-based removals e.g. Forestation, soil carbon enhancement)",No,Yes,Services,22.898017558544208,10.203629181337648,Yes
CHN,East Asia,No,Carbon neutral(ity),2050.0,In corporate strategy,Other,2030.0,Not Specified,Not Specified,Not Specified,No,No reporting mechanism,Not Specified,Not Specified,No,No,No,No,Infrastructure,23.905560661593103,10.751799184597422,Not Specified
DEU,Europe,No,Climate neutral,2030.0,In corporate strategy,Emissions reduction target,2025.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Yes,Yes,No,Not Specified,No,No,Manufacturing,23.488074371930217,10.969335573610264,No
USA,North America,No,No target,2050.0,In corporate strategy,No target,2030.0,Not Specified,Not Specified,Not Specified,No,No reporting mechanism,Not Specified,Yes,No,No,No,No,Transportation services,22.46898136784758,9.994059250720515,Not Specified
IND,South Asia,No,Emissions reduction target,2040.0,In corporate strategy,No target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Not Specified,Yes,No,Yes (nature-based and CCS-based removals),No,No,Fossil Fuels,23.601002552318956,9.788581624034771,Partial
DEU,Europe,No,No target,2021.0,In corporate strategy,No target,2030.0,Not Specified,Yes,Yes,No,No reporting mechanism,No,Yes,No,Not Specified,No,No,Retail,23.310954681452632,10.662235190180022,Yes
CAN,North America,No,Net zero,2050.0,In corporate strategy,Emissions reduction target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Not Specified,Not Specified,No,Not Specified,No,No,Materials,21.976028805727495,10.432644132986843,No
HKG,East Asia,No,Net zero,2050.0,In corporate strategy,Net zero or similar,2030.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,No,Not Specified,No,Not Specified,No,No,Services,22.2048703780979,9.194922119247803,Yes
USA,North America,No,Emissions reduction target,2030.0,In corporate strategy,No target,2030.0,Not Specified,Yes,Yes,Yes,Annual reporting,Yes,Not Specified,No,Not Specified,Yes,No,Manufacturing,24.239338326664694,10.31231367277647,Partial
USA,North America,No,Net zero,2050.0,In corporate strategy,No target,2030.0,Carbon dioxide only,Not Specified,Not Specified,No,Annual reporting,No,Yes,No,No,No,No,Services,23.462943895793526,10.056251557087757,Not Specified
USA,North America,No,Emissions reduction target,2030.0,Declaration / pledge,No target,2030.0,Not Specified,Yes,Yes,Yes,Annual reporting,Not Specified,Not Specified,No,Not Specified,No,No,Retail,21.917188305721876,9.3487971151232,Partial
JPN,East Asia,No,Other,2030.0,In corporate strategy,Absolute emissions target,2050.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Yes,Yes,No,Yes (unspecified),No,Yes,Manufacturing,10.94674568107216,12.243122735353461,Yes
JPN,East Asia,No,Net zero,2050.0,In corporate strategy,Emissions reduction target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Less than annual reporting,No,No,No,"Yes (nature-based removals e.g. Forestation, soil carbon enhancement)",Yes,No,"Biotech, health care & pharma",22.614870641295013,9.305559638557117,Yes
ZAF,Africa,No,Net zero,2050.0,In corporate strategy,Other,2040.0,Carbon dioxide only,Yes,Yes,Yes,Annual reporting,Not Specified,Not Specified,No,Not Specified,No,No,Services,23.17124913271628,10.8260982711551,Yes
SWE,Europe,No,Emissions reduction target,2030.0,Declaration / pledge,No target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,No,Annual reporting,Not Specified,Not Specified,No,Not Specified,No,No,Services,23.182854678835593,12.821260987319457,Yes
JPN,East Asia,No,Carbon neutral(ity),2051.0,In corporate strategy,Emissions reduction target,2031.0,Not Specified,Yes,Yes,Yes,Annual reporting,Not Specified,Not Specified,No,Not Specified,No,No,"Biotech, health care & pharma",24.114412882788734,9.537411412656335,No
USA,North America,No,No target,2050.0,In corporate strategy,No target,2030.0,Not Specified,No,No,No,Annual reporting,Not Specified,Not Specified,No,Not Specified,No,No,Infrastructure,24.287573639835614,9.600150240473774,No
CHN,East Asia,No,Carbon neutral(ity),2030.0,In corporate strategy,No target,2030.0,Not Specified,Yes,Yes,No,Annual reporting,Not Specified,Not Specified,No,"Yes (nature-based removals e.g. Forestation, soil carbon enhancement)",No,No,Services,25.85375609285686,12.827173189462226,Yes
CHN,East Asia,No,Net zero,2050.0,In corporate strategy,Net zero or similar,2040.0,Carbon dioxide only,Yes,Yes,Yes,Annual reporting,Not Specified,Not Specified,No,"Yes (nature-based removals e.g. Forestation, soil carbon enhancement)",No,No,Retail,23.612025184551943,11.22273357890289,Not Specified
CHN,East Asia,No,No target,2050.0,In corporate strategy,No target,2030.0,Not Specified,No,No,No,No reporting mechanism,No,No,No,No,No,No,Services,24.640733990630345,9.800679332554447,No
CHN,East Asia,No,No target,2050.0,In corporate strategy,No target,2030.0,Not Specified,Not Specified,Not Specified,No,No reporting mechanism,Not Specified,No,No,Not Specified,Yes,No,Infrastructure,22.645029652891402,8.6921543938039,Not Specified
CAN,North America,No,Other,2030.0,In corporate strategy,Other,2030.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Less than annual reporting,Not Specified,Yes,No,Not Specified,No,No,Services,23.355154677155,9.754784507365798,Partial
CHN,East Asia,No,No target,2050.0,In corporate strategy,No target,2030.0,Not Specified,Not Specified,Not Specified,No,No reporting mechanism,Not Specified,Not Specified,No,Not Specified,No,No,Manufacturing,22.199172356984562,7.0909098220799835,Not Specified
CHN,East Asia,No,Net zero,2050.0,In corporate strategy,Emissions reduction target,2025.0,Not Specified,Yes,Yes,No,Annual reporting,Not Specified,Yes,No,"Yes (CCS-based removals e.g. BECCS, DACCS)",No,No,Retail,22.05826690394191,10.464559422726214,Yes
AUT,Europe,No,Net zero,2050.0,In corporate strategy,Emissions intensity target,2025.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Yes,Yes,No,"Yes (CCS-based removals e.g. BECCS, DACCS)",No,No,Fossil Fuels,24.327594520684652,10.06722074451873,Yes
DEU,Europe,No,Climate neutral,2050.0,In corporate strategy,Emissions reduction target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,No,Annual reporting,No,Not Specified,No,"Yes (CCS-based removals e.g. BECCS, DACCS)",No,Yes,Materials,24.348273214492586,11.493956689922612,Partial
USA,North America,No,Net zero,2045.0,Declaration / pledge,Emissions reduction target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Not Specified,Not Specified,No,Yes (nature-based and CCS-based removals),No,No,Power generation,23.71478926577656,9.700820421076743,Not Specified
USA,North America,No,Emissions reduction target,2030.0,Declaration / pledge,No target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,No,Annual reporting,No,Not Specified,No,Not Specified,No,No,Services,23.060542169826977,9.525224101853109,No
KOR,East Asia,No,Net zero,2040.0,Declaration / pledge,No target,2030.0,Not Specified,Yes,Yes,No,Annual reporting,Not Specified,Yes,No,No,No,No,Services,8.32117830749028,8.046229101075378,Not Specified
PRT,Europe,No,Net zero,2040.0,In corporate strategy,Emissions reduction target,2030.0,Carbon dioxide only,Yes,Yes,Yes,Annual reporting,Not Specified,Not Specified,No,Yes (nature-based and CCS-based removals),No,No,Power generation,23.390494043597812,9.364005219520333,Yes
ISR,Western and Central Asia,No,Emissions reduction target,2030.0,In corporate strategy,Emissions reduction target,2025.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Not Specified,Not Specified,No,No,No,No,"Biotech, health care & pharma",23.528624220576106,10.495930028974442,Yes
MEX,North America,No,Net zero,2050.0,In corporate strategy,Emissions reduction target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Yes,No,No,Not Specified,No,Yes,Services,24.01698936034045,10.404293143019792,Yes
USA,North America,Yes,Net zero,2030.0,Declaration / pledge,Net zero or similar,2030.0,Carbon dioxide and other GHGs,Yes,Yes,No,Annual reporting,Not Specified,Not Specified,No,No,Yes,No,Services,23.295878067229854,9.754784507365798,Yes
TWN,East Asia,No,Net zero,2050.0,In corporate strategy,Emissions reduction target,2025.0,Not Specified,Yes,Yes,No,Less than annual reporting,Not Specified,Not Specified,No,Not Specified,No,Yes,Retail,26.08726326033683,13.815511557963774,No
HKG,East Asia,No,No target,2050.0,In corporate strategy,No target,2030.0,Not Specified,Not Specified,Not Specified,No,No reporting mechanism,Not Specified,Not Specified,No,Not Specified,No,No,Infrastructure,21.59873457471698,9.248214024404264,Not Specified
JPN,East Asia,No,Carbon neutral(ity),2030.0,Declaration / pledge,Net zero or similar,2024.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Not Specified,Yes,Yes,Not Specified,No,No,Services,20.818576017659826,7.01301578963963,Not Specified
USA,North America,No,Net zero,2040.0,In corporate strategy,Emissions reduction target,2032.0,Not Specified,Not Specified,Not Specified,No,Annual reporting,Not Specified,Not Specified,No,Not Specified,No,No,Services,22.34482992937594,9.546884034617925,Not Specified
USA,North America,No,Net zero,2045.0,In corporate strategy,No target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Not Specified,Yes,No,"Yes (CCS-based removals e.g. BECCS, DACCS)",No,No,Infrastructure,23.333335629761947,9.46792399660393,Yes
THA,East Asia,No,Net zero,2050.0,In corporate strategy,Net zero or similar,2030.0,Not Specified,Yes,Yes,Yes,Annual reporting,Not Specified,Not Specified,No,No,No,No,Services,22.584395884254633,9.754784507365798,Partial
USA,North America,No,Carbon negative,2030.0,In corporate strategy,No target,2030.0,Carbon dioxide only,Yes,Yes,Yes,Annual reporting,Not Specified,Yes,Yes,Yes (unspecified),Yes,Yes,Services,26.058835634702053,12.30592250537653,Yes
CHN,East Asia,No,Carbon neutral(ity),2050.0,In corporate strategy,Other,2028.0,Not Specified,Yes,Yes,No,Annual reporting,Not Specified,Not Specified,No,Not Specified,No,No,"Biotech, health care & pharma",24.412969950959884,9.423191133804961,Yes
SWE,Europe,No,Emissions reduction target,2030.0,In corporate strategy,No target,2030.0,Not Specified,Yes,Yes,No,No reporting mechanism,Not Specified,Not Specified,Yes,"Yes (nature-based removals e.g. Forestation, soil carbon enhancement)",No,No,Materials,21.50853630683816,8.123854263105914,Yes
USA,North America,No,Net zero,2050.0,Declaration / pledge,Emissions reduction target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Yes,Not Specified,No,Yes (unspecified),No,No,Manufacturing,23.106139761261545,9.631088103615504,No
USA,North America,No,Net zero,2050.0,In corporate strategy,Net zero or similar,2030.0,Carbon dioxide and other GHGs,Yes,Yes,No,Annual reporting,No,Yes,No,Not Specified,No,Yes,Services,25.51150729862733,10.747229096720554,Not Specified
USA,North America,No,Net zero,2040.0,In corporate strategy,Emissions reduction target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Yes,Yes,No,Yes (nature-based and CCS-based removals),No,Yes,Materials,25.153213210341786,11.58989576532275,Yes
CHN,East Asia,No,No target,2040.0,In corporate strategy,No target,2030.0,Not Specified,Not Specified,Not Specified,No,Annual reporting,Not Specified,Not Specified,No,Not Specified,No,No,Retail,24.381686083601412,10.697181179695644,Not Specified
JPN,East Asia,No,Net zero,2030.0,In corporate strategy,No target,2030.0,Carbon dioxide only,Yes,Yes,Yes,Annual reporting,Yes,Yes,No,Not Specified,No,No,Services,21.77931851154355,8.98669669562029,No
GBR,Europe,No,Net zero,2050.0,In corporate strategy,Emissions intensity target,2025.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Yes,Yes,Yes,Yes (nature-based and CCS-based removals),No,Yes,Transportation services,23.91304235403052,11.098091606857963,Yes
USA,North America,No,Net zero,2030.0,In corporate strategy,Net zero or similar,2025.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Yes,Not Specified,Yes,Not Specified,No,No,"Biotech, health care & pharma",24.08044166654907,9.77571099759397,Yes
KOR,East Asia,No,Net zero,2050.0,In corporate strategy,Emissions reduction target,2030.0,Carbon dioxide only,Yes,Yes,Yes,No reporting mechanism,Not Specified,Not Specified,No,Not Specified,No,No,Manufacturing,23.710461779528544,7.252762418053187,Yes
USA,North America,No,Net zero,2050.0,In corporate strategy,Emissions reduction target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,No,Annual reporting,Not Specified,Yes,No,Not Specified,No,No,Materials,25.177345655582133,10.463131911491967,No
RUS,Europe,No,Emissions intensity target,2030.0,In corporate strategy,Emissions reduction target,2025.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Yes,Not Specified,No,Not Specified,No,No,"Food, beverage & agriculture",24.1221605695793,12.735868197053117,Partial
USA,North America,Yes,Emissions reduction target,2030.0,In corporate strategy,Emissions reduction target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,No,Annual reporting,Not Specified,Not Specified,No,Not Specified,No,No,Services,24.567010001642675,9.754784507365798,No
CHE,Europe,No,Net zero,2050.0,In corporate strategy,Emissions reduction target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Yes,Yes,No,"Yes (CCS-based removals e.g. BECCS, DACCS)",No,No,Materials,21.578106606929694,7.946263643580541,Yes
GBR,Europe,No,Net zero,2035.0,In corporate strategy,Emissions reduction target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Not Specified,Not Specified,No,Not Specified,Yes,No,"Food, beverage & agriculture",23.842763217878513,11.56635248135308,Yes
USA,North America,No,Emissions reduction target,2030.0,In corporate strategy,No target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,No,No reporting mechanism,Not Specified,Not Specified,No,Not Specified,No,No,Services,23.385062653600983,11.214532906153606,Yes
JPN,East Asia,No,Carbon neutral(ity),2050.0,In corporate strategy,Emissions reduction target,2030.0,Not Specified,Yes,Yes,Yes,Annual reporting,Yes,Not Specified,No,No,No,No,Manufacturing,22.377485892343646,9.01881660441743,Partial
JPN,East Asia,No,Net zero,2040.0,In corporate strategy,Emissions reduction target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Yes,Not Specified,No,Not Specified,No,No,Manufacturing,23.752481241365302,11.18795680773243,Yes
JPN,East Asia,No,Carbon neutral(ity),2040.0,Declaration / pledge,Emissions reduction target,2030.0,Carbon dioxide only,Yes,Yes,Yes,Annual reporting,Yes,No,No,Not Specified,Yes,No,Manufacturing,28.484226776562,11.671696881303923,Partial
CHN,East Asia,No,Carbon neutral(ity),2030.0,Declaration / pledge,Emissions reduction target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,No,Annual reporting,Not Specified,Not Specified,No,Not Specified,Yes,No,Services,23.640874393772886,10.628641991731053,Not Specified
CHN,East Asia,No,Net zero,2050.0,In corporate strategy,Emissions reduction target,2025.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Not Specified,Not Specified,Yes,Not Specified,No,No,Infrastructure,22.67387919441448,9.505171826581176,Yes
